model,year,transmission,mileage,fuelType,tax,mpg,engineSize
 4 Series,2016,Automatic,43283,Diesel,125,58.9,2
 1 Series,2017,Manual,54883,Diesel,150,65.7,2
 1 Series,2017,Automatic,20194,Petrol,150,47.9,2
 1 Series,2017,Manual,31727,Diesel,145,62.8,2
 1 Series,2017,Manual,47674,Diesel,145,68.9,2
 X1,2012,Automatic,53524,Diesel,165,52.3,2
 5 Series,2017,Automatic,28935,Diesel,150,65.7,2
 4 Series,2017,Manual,38840,Diesel,125,60.1,2
 4 Series,2018,Automatic,21387,Petrol,150,48.7,2
 X3,2015,Manual,69197,Diesel,160,52.3,2
 X1,2017,Automatic,24852,Diesel,150,65.7,2
 3 Series,2016,Automatic,25598,Diesel,150,54.3,3
 1 Series,2017,Manual,37487,Diesel,0,78.5,1.5
 3 Series,2016,Automatic,31940,Diesel,30,64.2,2
 3 Series,2017,Manual,29783,Petrol,125,52.3,1.5
 3 Series,2015,Manual,71636,Diesel,20,68.9,2
 X3,2017,Automatic,51206,Diesel,145,54.3,2
 3 Series,2017,Manual,39497,Diesel,30,64.2,2
 X1,2018,Automatic,38209,Petrol,150,46.3,1.5
 2 Series,2017,Manual,33859,Diesel,30,64.2,2
 1 Series,2016,Automatic,20544,Petrol,125,54.3,1.5
 1 Series,2017,Automatic,55415,Diesel,145,67.3,2
 3 Series,2014,Manual,73766,Diesel,30,61.4,2
 5 Series,2016,Automatic,39995,Diesel,125,60.1,2
 3 Series,2017,Automatic,22457,Diesel,160,49.6,3
 1 Series,2016,Manual,33725,Diesel,0,83.1,1.5
 X3,2016,Automatic,33309,Diesel,145,54.3,2
 3 Series,2017,Manual,20983,Petrol,145,52.3,1.5
 3 Series,2017,Automatic,14173,Petrol,145,54.3,1.5
 3 Series,2014,Manual,59776,Petrol,165,44.8,2
 1 Series,2017,Manual,39374,Diesel,145,65.7,2
 3 Series,2017,Automatic,23243,Petrol,165,44.8,2
 5 Series,2014,Automatic,59239,Diesel,150,55.4,2
 3 Series,2017,Automatic,41162,Other,135,148.7,2
 X3,2016,Automatic,14739,Diesel,145,54.3,2
 X4,2015,Automatic,32101,Diesel,200,47.9,3
 3 Series,2017,Automatic,28571,Diesel,145,53.3,3
 X3,2013,Automatic,78855,Diesel,160,50.4,2
 3 Series,2018,Automatic,36287,Petrol,145,48.7,2
 3 Series,2017,Manual,65213,Petrol,125,52.3,1.5
 3 Series,2017,Automatic,21877,Diesel,150,51.4,3
 5 Series,2016,Automatic,33472,Diesel,30,62.8,2
 X3,2017,Automatic,17504,Diesel,145,54.3,2
 X3,2014,Automatic,70114,Diesel,160,50.4,2
 3 Series,2017,Manual,45616,Diesel,20,68.9,2
 1 Series,2017,Manual,23787,Diesel,0,83.1,1.5
 4 Series,2015,Automatic,76660,Diesel,125,57.6,2
 i3,2016,Automatic,41063,Other,0,470.8,0.6
 4 Series,2016,Automatic,34938,Petrol,160,45.6,2
 4 Series,2013,Automatic,34704,Petrol,160,44.1,2
 5 Series,2016,Automatic,57784,Diesel,20,68.9,2
 4 Series,2016,Automatic,89849,Diesel,20,70.6,2
 1 Series,2016,Manual,27848,Petrol,125,53.3,1.5
 X1,2017,Manual,21600,Diesel,145,68.9,2
 4 Series,2014,Automatic,62768,Petrol,235,38.2,3
 4 Series,2018,Automatic,9482,Petrol,145,48.7,2
 X4,2015,Automatic,51532,Diesel,145,54.3,2
 1 Series,2018,Automatic,9086,Petrol,145,37.2,1.5
 3 Series,2017,Automatic,22865,Diesel,145,49.6,3
 1 Series,2017,Manual,25510,Diesel,30,62.8,2
 X6,2013,Automatic,77014,Diesel,300,38.2,3
 3 Series,2018,Automatic,19662,Diesel,145,64.2,2
 3 Series,2017,Automatic,83055,Petrol,125,51.4,1.5
 1 Series,2016,Manual,28072,Diesel,30,65.7,2
 2 Series,2017,Automatic,20996,Diesel,20,68.9,2
 1 Series,2018,Automatic,32383,Petrol,145,32.5,3
 3 Series,2019,Automatic,8426,Petrol,145,34.9,3
 X3,2017,Manual,30483,Diesel,160,52.3,2
 M6,2014,Automatic,34000,Petrol,565,28.5,4.4
 3 Series,2017,Automatic,28140,Diesel,160,51.4,3
 5 Series,2016,Automatic,49313,Diesel,125,60.1,2
 3 Series,2017,Automatic,39428,Other,0,148.7,2
 X1,2017,Automatic,22461,Diesel,145,65.7,2
 X5,2014,Automatic,59307,Diesel,160,50.4,2
 X1,2016,Manual,32776,Diesel,20,68.9,2
 1 Series,2016,Manual,45820,Petrol,125,53.3,1.5
 5 Series,2015,Automatic,86151,Diesel,145,53.3,3
 1 Series,2017,Manual,47747,Diesel,20,68.9,2
 4 Series,2017,Automatic,18295,Petrol,145,48.7,2
 1 Series,2016,Automatic,22322,Petrol,30,55.5,1.5
 3 Series,2017,Manual,32903,Petrol,145,48.7,2
 1 Series,2016,Manual,32268,Petrol,125,52.3,1.5
 3 Series,2016,Manual,27663,Diesel,30,64.2,2
 X5,2013,Automatic,42815,Diesel,300,37.7,3
 5 Series,2006,Automatic,97000,Petrol,565,29.7,2.5
 3 Series,2014,Automatic,28000,Diesel,30,62.8,2
 4 Series,2014,Automatic,82000,Diesel,160,52.3,3
 X3,2014,Automatic,76748,Diesel,145,54.3,2
 X3,2016,Automatic,74659,Diesel,145,54.3,2
 5 Series,2017,Automatic,62352,Diesel,145,65.7,2
 X3,2017,Automatic,44132,Diesel,145,54.3,2
 1 Series,2017,Manual,50927,Diesel,145,72.4,1.5
 X4,2017,Automatic,44397,Diesel,200,47.1,3
 4 Series,2018,Automatic,48052,Petrol,145,48.7,2
 5 Series,2015,Automatic,45065,Diesel,20,68.9,2
 X4,2016,Automatic,24881,Diesel,145,54.3,2
 1 Series,2016,Manual,33489,Diesel,0,83.1,1.5
 X5,2016,Automatic,35499,Diesel,200,47.1,3
 3 Series,2014,Manual,63728,Diesel,125,58.9,2
 1 Series,2016,Automatic,14072,Diesel,20,68.9,1.5
 4 Series,2017,Automatic,36207,Diesel,145,65.7,2
 X1,2016,Automatic,36721,Diesel,125,57.6,2
 M4,2017,Automatic,52911,Petrol,300,34,3
 3 Series,2017,Automatic,21337,Diesel,200,49.6,3
 1 Series,2016,Manual,29246,Petrol,125,53.3,1.5
 1 Series,2017,Manual,44210,Diesel,145,68.9,2
 1 Series,2017,Manual,32363,Diesel,20,70.6,1.5
 5 Series,2015,Manual,85725,Diesel,30,65.7,2
 3 Series,2013,Manual,88592,Diesel,125,58.9,2
 1 Series,2016,Manual,44028,Diesel,20,72.4,1.5
 1 Series,2017,Manual,41462,Diesel,20,68.9,2
 5 Series,2014,Automatic,69722,Diesel,160,51.4,3
 2 Series,2015,Manual,13000,Petrol,300,34.9,3
 2 Series,2015,Automatic,26000,Petrol,160,47.1,2
 4 Series,2015,Automatic,35000,Diesel,30,65.7,2
 3 Series,2013,Automatic,102000,Diesel,30,62.8,2
 X6,2011,Automatic,96000,Diesel,300,37.7,3
 1 Series,2017,Automatic,29019,Diesel,145,65.7,2
 1 Series,2013,Manual,67444,Petrol,145,50.4,1.6
 1 Series,2017,Automatic,25933,Diesel,20,72.4,1.5
 3 Series,2016,Automatic,55100,Diesel,145,54.3,3
 1 Series,2015,Manual,61959,Diesel,20,68.9,2
 3 Series,2016,Automatic,53745,Diesel,145,54.3,3
 X1,2018,Automatic,20017,Petrol,145,44.8,2
 3 Series,2013,Manual,96308,Diesel,125,60.1,2
 3 Series,2017,Automatic,33131,Petrol,125,54.3,1.5
 2 Series,2017,Automatic,23610,Petrol,150,51.4,1.5
 1 Series,2017,Manual,36642,Diesel,150,68.9,2
 3 Series,2016,Automatic,59434,Diesel,20,70.6,2
 3 Series,2016,Manual,45799,Diesel,30,64.2,2
 1 Series,2014,Automatic,42927,Petrol,150,48.7,1.6
 1 Series,2017,Manual,37842,Diesel,145,68.9,2
 3 Series,2017,Manual,36504,Diesel,30,67.3,2
 3 Series,2017,Automatic,36226,Other,140,148.7,2
 X3,2016,Automatic,43956,Diesel,145,54.3,2
 3 Series,2017,Manual,22712,Diesel,30,64.2,2
 5 Series,2017,Automatic,21236,Diesel,145,60.1,3
 4 Series,2016,Automatic,77969,Diesel,20,70.6,2
 5 Series,2012,Automatic,53632,Diesel,125,57.6,2
 5 Series,2016,Automatic,55120,Diesel,30,62.8,2
 4 Series,2018,Automatic,50159,Petrol,150,48.7,2
 1 Series,2018,Automatic,8404,Petrol,150,37.2,1.5
 X1,2017,Automatic,48364,Diesel,150,55.4,2
 3 Series,2013,Manual,50139,Diesel,30,62.8,2
 X1,2016,Manual,88387,Diesel,20,68.9,2
 X1,2018,Automatic,19063,Petrol,145,44.8,2
 1 Series,2015,Manual,81750,Diesel,0,74.3,1.6
 3 Series,2016,Manual,33301,Petrol,145,49.6,1.5
 3 Series,2015,Automatic,27152,Diesel,125,58.9,2
 X3,2015,Automatic,42437,Diesel,145,54.3,2
 1 Series,2018,Automatic,8303,Petrol,145,37.2,1.5
 X3,2016,Automatic,25752,Diesel,145,54.3,2
 3 Series,2016,Automatic,91707,Diesel,150,53.3,3
 X1,2016,Automatic,17151,Diesel,30,65.7,2
 1 Series,2017,Manual,26505,Diesel,0,83.1,1.5
 2 Series,2016,Manual,37351,Diesel,20,68.9,2
 4 Series,2018,Automatic,20024,Petrol,145,45.6,2
 5 Series,2016,Automatic,16095,Diesel,30,62.8,2
 3 Series,2016,Automatic,40128,Diesel,30,64.2,2
 3 Series,2017,Automatic,88227,Petrol,125,54.3,1.5
 5 Series,2017,Automatic,64845,Diesel,150,68.9,2
 1 Series,2016,Manual,17705,Petrol,125,52.3,1.5
 6 Series,2017,Automatic,27828,Diesel,200,49.6,3
 3 Series,2017,Automatic,47495,Other,135,134.5,2
 1 Series,2016,Manual,49199,Diesel,0,83.1,1.5
 X3,2015,Automatic,34835,Diesel,200,47.1,3
 3 Series,2017,Manual,44596,Petrol,150,48.7,2
 3 Series,2015,Manual,52663,Diesel,30,61.4,2
 5 Series,2017,Automatic,24212,Diesel,125,60.1,2
 1 Series,2016,Manual,38700,Petrol,125,52.3,1.5
 1 Series,2015,Manual,30755,Diesel,0,83.1,1.5
 1 Series,2017,Manual,30393,Diesel,0,78.5,1.5
 X1,2016,Manual,35746,Diesel,20,68.9,2
 3 Series,2015,Automatic,74317,Diesel,150,55.4,2
 2 Series,2016,Manual,72422,Diesel,20,68.9,2
 X3,2017,Automatic,35902,Diesel,150,54.3,2
 2 Series,2016,Manual,56812,Diesel,20,68.9,2
 3 Series,2015,Manual,58878,Diesel,20,72.4,2
 4 Series,2017,Automatic,23772,Petrol,145,45.6,2
 4 Series,2016,Automatic,35376,Diesel,30,65.7,2
 X3,2015,Automatic,58802,Diesel,145,54.3,2
 2 Series,2017,Automatic,24194,Petrol,145,53.3,1.5
 1 Series,2018,Automatic,9877,Petrol,145,37.2,1.5
 7 Series,2013,Automatic,81035,Diesel,160,50.4,3
 3 Series,2017,Manual,32068,Diesel,30,64.2,2
 X5,2014,Automatic,56232,Diesel,205,45.6,3
 3 Series,2016,Manual,90161,Diesel,30,67.3,2
 3 Series,2014,Automatic,37334,Diesel,30,62.8,2
 1 Series,2017,Manual,21166,Diesel,150,72.4,1.5
 3 Series,2012,Manual,55810,Petrol,160,44.8,2
 X1,2017,Automatic,40243,Diesel,150,60.1,2
 2 Series,2017,Automatic,31096,Diesel,150,68.9,2
 3 Series,2017,Automatic,68875,Other,140,134.5,2
 X1,2013,Manual,72565,Diesel,125,57.6,2
 1 Series,2016,Manual,32325,Diesel,30,62.8,2
 X5,2019,Automatic,15753,Petrol,145,27.2,3
 X3,2016,Automatic,80895,Diesel,145,54.3,2
 5 Series,2016,Automatic,57232,Diesel,20,68.9,2
 X1,2017,Manual,38310,Diesel,20,68.9,2
 2 Series,2015,Automatic,20452,Diesel,20,68.9,2
 4 Series,2016,Manual,19415,Diesel,30,65.7,2
 3 Series,2016,Manual,33270,Petrol,150,48.7,2
 1 Series,2016,Manual,36615,Petrol,125,53.3,1.5
 X3,2013,Automatic,63023,Diesel,165,50.4,2
 3 Series,2016,Automatic,58174,Diesel,30,67.3,2
 3 Series,2016,Manual,88378,Diesel,30,68.9,2
 4 Series,2016,Automatic,57991,Diesel,30,65.7,2
 3 Series,2015,Automatic,61980,Diesel,125,57.6,2
 1 Series,2016,Manual,68332,Diesel,20,68.9,2
 1 Series,2016,Automatic,16426,Diesel,30,62.8,2
 5 Series,2013,Automatic,76541,Diesel,150,55.4,2
 1 Series,2016,Automatic,34922,Diesel,20,70.6,2
 1 Series,2018,Automatic,20819,Petrol,150,39.8,3
 X1,2016,Automatic,62562,Diesel,30,65.7,2
 3 Series,2016,Manual,82156,Petrol,125,52.3,1.5
 3 Series,2017,Manual,33600,Diesel,30,64.2,2
 2 Series,2016,Manual,30183,Diesel,30,65.7,2
 2 Series,2016,Manual,48551,Petrol,145,47.1,1.5
 5 Series,2016,Automatic,33527,Diesel,30,62.8,2
 X6,2014,Automatic,34990,Diesel,305,38.2,3
 4 Series,2015,Automatic,92236,Diesel,150,51.4,3
 1 Series,2016,Automatic,32734,Diesel,20,70.6,2
 1 Series,2016,Manual,19259,Petrol,125,53.3,1.5
 5 Series,2016,Automatic,27710,Diesel,30,62.8,2
 X4,2015,Automatic,54116,Diesel,205,47.9,3
 1 Series,2017,Automatic,31834,Diesel,125,60.1,2
 X1,2017,Automatic,34525,Diesel,30,65.7,2
 X1,2017,Manual,24690,Diesel,20,68.9,2
 X1,2017,Automatic,37869,Diesel,30,65.7,2
 3 Series,2014,Manual,84392,Diesel,30,62.8,2
 X1,2016,Manual,35481,Diesel,20,68.9,2
 3 Series,2018,Automatic,23449,Diesel,145,64.2,2
 1 Series,2017,Manual,46130,Diesel,0,78.5,1.5
 5 Series,2016,Automatic,32344,Diesel,125,60.1,2
 3 Series,2017,Manual,45462,Diesel,145,67.3,2
 1 Series,2016,Manual,27920,Petrol,125,53.3,1.5
 X1,2017,Automatic,41890,Diesel,145,65.7,2
 X3,2018,Automatic,30847,Diesel,145,54.3,2
 3 Series,2014,Automatic,79809,Diesel,20,68.9,2
 X1,2017,Manual,46134,Diesel,150,68.9,2
 1 Series,2017,Manual,85940,Diesel,0,83.1,1.5
 X3,2016,Automatic,64833,Diesel,145,54.3,2
 1 Series,2017,Automatic,8946,Diesel,145,70.6,2
 3 Series,2017,Automatic,52872,Diesel,150,74.3,2
 3 Series,2012,Manual,79480,Diesel,125,58.9,2
 3 Series,2017,Manual,34098,Diesel,145,64.2,2
 X1,2017,Automatic,25683,Diesel,150,57.6,2
 X3,2017,Automatic,36818,Diesel,145,54.3,2
 1 Series,2017,Manual,18825,Petrol,125,53.3,1.5
 1 Series,2015,Manual,36383,Petrol,125,53.3,1.5
 4 Series,2016,Automatic,41838,Diesel,145,54.3,2
 5 Series,2017,Automatic,30379,Diesel,125,60.1,2
 i3,2017,Automatic,50867,Other,135,470.8,0.6
 3 Series,2017,Automatic,63887,Diesel,125,57.6,2
 X3,2017,Automatic,75786,Diesel,145,54.3,2
 3 Series,2016,Automatic,64447,Diesel,125,60.1,2
 3 Series,2016,Manual,24160,Diesel,125,58.9,2
 1 Series,2018,Automatic,8604,Petrol,145,37.2,1.5
 3 Series,2016,Manual,27796,Petrol,205,43.5,2
 1 Series,2018,Manual,21076,Petrol,145,47.1,2
 1 Series,2017,Manual,37337,Diesel,20,70.6,1.5
 5 Series,2016,Automatic,69736,Diesel,30,62.8,2
 1 Series,2018,Manual,21593,Petrol,145,53.3,1.5
 3 Series,2016,Manual,27399,Petrol,145,47.9,2
 1 Series,2016,Manual,30902,Diesel,20,72.4,1.5
 3 Series,2016,Automatic,59201,Diesel,20,70.6,2
 X1,2017,Automatic,28161,Diesel,125,57.6,2
 5 Series,2015,Automatic,60337,Diesel,30,62.8,2
 3 Series,2017,Automatic,34298,Diesel,30,64.2,2
 3 Series,2016,Automatic,37170,Diesel,30,65.7,2
 3 Series,2016,Automatic,19786,Diesel,30,67.3,2
 X1,2017,Manual,46912,Diesel,145,68.9,2
 3 Series,2016,Automatic,66173,Diesel,125,60.1,2
 3 Series,2015,Automatic,86731,Diesel,145,55.4,2
 3 Series,2017,Automatic,44255,Diesel,145,54.3,3
 X3,2016,Automatic,37075,Diesel,200,47.9,3
 3 Series,2017,Automatic,35134,Diesel,145,64.2,2
 6 Series,2014,Automatic,67476,Diesel,160,49.6,3
 3 Series,2017,Automatic,49373,Diesel,145,70.6,2
 1 Series,2015,Automatic,33449,Diesel,20,68.9,1.5
 1 Series,2016,Manual,9803,Petrol,125,53.3,1.5
 1 Series,2017,Manual,38664,Diesel,0,83.1,1.5
 1 Series,2016,Manual,31469,Diesel,20,68.9,2
 1 Series,2017,Manual,36811,Diesel,20,72.4,1.5
 1 Series,2017,Manual,40160,Diesel,30,62.8,2
 1 Series,2015,Manual,25997,Diesel,20,68.9,2
 X1,2016,Automatic,22177,Diesel,125,60.1,2
 5 Series,2015,Manual,68310,Diesel,30,65.7,2
 X1,2017,Automatic,18404,Diesel,145,60.1,2
 3 Series,2016,Manual,39313,Diesel,30,62.8,2
 5 Series,2016,Automatic,57790,Diesel,30,65.7,2
 5 Series,2017,Automatic,39773,Diesel,125,60.1,2
 1 Series,2016,Manual,8411,Diesel,30,65.7,2
 3 Series,2016,Automatic,42043,Diesel,125,60.1,2
 3 Series,2019,Automatic,10206,Petrol,145,47.9,2
 2 Series,2017,Automatic,17740,Diesel,150,68.9,2
 1 Series,2016,Manual,29733,Petrol,125,53.3,1.5
 5 Series,2016,Automatic,37933,Diesel,165,50.4,3
 1 Series,2014,Automatic,29432,Diesel,20,68.9,2
 4 Series,2017,Automatic,27846,Diesel,160,49.6,3
 X1,2016,Manual,41694,Diesel,125,60.1,2
 X3,2016,Automatic,43211,Diesel,200,47.9,3
 X1,2016,Manual,29541,Diesel,125,60.1,2
 3 Series,2017,Automatic,34544,Diesel,145,56.5,3
 3 Series,2017,Automatic,39594,Diesel,160,51.4,3
 1 Series,2018,Manual,20758,Petrol,145,53.3,1.5
 1 Series,2017,Manual,60281,Diesel,20,70.6,1.5
 3 Series,2016,Manual,47821,Diesel,30,64.2,2
 1 Series,2016,Manual,23533,Diesel,30,65.7,2
 5 Series,2018,Automatic,16455,Petrol,145,37.7,2
 3 Series,2016,Manual,30937,Diesel,30,64.2,2
 X4,2015,Automatic,26928,Diesel,200,47.9,3
 2 Series,2016,Manual,25525,Diesel,125,61.4,2
 3 Series,2014,Automatic,65423,Diesel,125,58.9,2
 4 Series,2017,Automatic,63197,Diesel,160,49.6,3
 1 Series,2017,Manual,18942,Petrol,145,53.3,1.5
 X3,2017,Automatic,39809,Diesel,145,54.3,2
 X3,2017,Automatic,44585,Diesel,145,54.3,2
 X1,2017,Automatic,35451,Diesel,145,65.7,2
 X3,2017,Automatic,27385,Diesel,145,54.3,2
 1 Series,2018,Automatic,9951,Petrol,145,37.2,1.5
 4 Series,2016,Automatic,30556,Diesel,30,62.8,2
 X5,2013,Automatic,59187,Diesel,300,38.2,3
 4 Series,2016,Automatic,83359,Diesel,30,65.7,2
 3 Series,2013,Manual,78090,Diesel,145,56.5,2
 1 Series,2016,Manual,10063,Petrol,145,46.3,2
 X1,2017,Automatic,45915,Petrol,165,44.8,2
 X1,2017,Automatic,26573,Diesel,150,65.7,2
 X1,2016,Automatic,45880,Diesel,30,65.7,2
 3 Series,2014,Automatic,74534,Diesel,125,58.9,2
 3 Series,2017,Manual,27393,Diesel,30,64.2,2
 3 Series,2017,Automatic,41387,Diesel,160,51.4,3
 X3,2016,Automatic,36157,Diesel,200,47.9,3
 3 Series,2015,Manual,30661,Diesel,30,67.3,2
 5 Series,2015,Manual,23932,Diesel,125,60.1,2
 3 Series,2016,Manual,27184,Diesel,125,58.9,2
 3 Series,2017,Automatic,86735,Diesel,30,64.2,2
 3 Series,2015,Manual,46015,Diesel,125,58.9,2
 1 Series,2017,Manual,38872,Diesel,145,68.9,2
 1 Series,2016,Manual,44384,Diesel,20,68.9,2
 1 Series,2016,Manual,45719,Diesel,0,83.1,1.5
 X5,2017,Automatic,35061,Diesel,145,47.1,3
 X3,2016,Automatic,24435,Diesel,200,47.9,3
 X5,2016,Automatic,57605,Other,0,85.6,2
 3 Series,2015,Automatic,62139,Petrol,200,41.5,2
 4 Series,2015,Manual,56741,Diesel,30,62.8,2
 X3,2016,Automatic,70232,Diesel,200,47.9,3
 3 Series,2015,Automatic,47404,Petrol,160,45.6,2
 X1,2016,Automatic,15777,Diesel,30,65.7,2
 1 Series,2015,Automatic,25345,Petrol,145,48.7,1.6
 5 Series,2019,Automatic,9420,Petrol,145,50.4,2
 1 Series,2017,Manual,19454,Diesel,145,72.4,1.5
 1 Series,2016,Manual,59137,Diesel,20,68.9,2
 X1,2017,Automatic,19785,Diesel,145,60.1,2
 X1,2016,Manual,21876,Diesel,125,60.1,2
 5 Series,2014,Automatic,46042,Diesel,20,68.9,2
 1 Series,2017,Manual,28507,Diesel,145,72.4,1.5
 X3,2016,Automatic,47452,Diesel,145,54.3,2
 3 Series,2017,Automatic,15939,Diesel,145,64.2,2
 X3,2013,Automatic,64455,Diesel,160,50.4,2
 3 Series,2016,Manual,19655,Petrol,145,48.7,2
 1 Series,2016,Manual,31517,Petrol,30,56.5,1.5
 1 Series,2019,Automatic,8285,Petrol,145,36.7,1.5
 5 Series,2016,Automatic,28217,Diesel,30,62.8,2
 5 Series,2019,Automatic,11476,Petrol,145,50.4,2
 3 Series,2016,Manual,43015,Diesel,145,56.5,2
 1 Series,2016,Manual,34775,Petrol,125,53.3,1.5
 X1,2017,Automatic,25227,Petrol,160,44.8,2
 X1,2016,Automatic,45356,Diesel,125,60.1,2
 3 Series,2016,Automatic,83465,Petrol,125,51.4,2
 1 Series,2015,Manual,48746,Diesel,20,72.4,1.5
 3 Series,2015,Automatic,85314,Diesel,20,70.6,2
 4 Series,2017,Automatic,25220,Diesel,30,65.7,2
 X4,2016,Automatic,42576,Diesel,200,47.9,3
 3 Series,2016,Automatic,38438,Other,0,134.5,2
 3 Series,2017,Automatic,34437,Diesel,145,56.5,3
 1 Series,2017,Manual,11185,Diesel,145,72.4,1.5
 3 Series,2015,Automatic,44621,Diesel,125,58.9,2
 1 Series,2017,Manual,58023,Diesel,20,68.9,2
 X3,2009,Automatic,95000,Diesel,260,42.2,2
 1 Series,2014,Manual,20000,Petrol,280,35.3,3
 1 Series,2009,Manual,103000,Petrol,160,46.3,2
 3 Series,2010,Manual,119000,Petrol,160,44.8,2
 X1,2016,Automatic,8000,Petrol,160,44.8,2
 X1,2017,Automatic,8000,Diesel,30,65.7,2
 2 Series,2019,Automatic,1000,Petrol,145,50.4,2
 3 Series,2016,Automatic,103000,Diesel,30,64.2,2
 3 Series,2014,Manual,47318,Diesel,125,58.9,2
 3 Series,2016,Manual,25385,Petrol,160,42.2,2
 1 Series,2017,Manual,27038,Diesel,145,78.5,1.5
 3 Series,2014,Automatic,36034,Diesel,30,62.8,2
 4 Series,2015,Automatic,23000,Diesel,145,56.5,2
 1 Series,2018,Automatic,4666,Petrol,145,32.5,3
 1 Series,2014,Manual,29824,Petrol,150,48.7,1.6
 3 Series,2016,Automatic,35090,Diesel,30,62.8,2
 3 Series,2015,Automatic,89343,Diesel,30,62.8,2
 3 Series,2015,Automatic,38998,Diesel,30,62.8,2
 3 Series,2016,Manual,59222,Diesel,125,60.1,2
 X3,2016,Automatic,35671,Diesel,145,54.3,2
 3 Series,2016,Manual,57918,Diesel,125,58.9,2
 X4,2017,Automatic,13200,Diesel,145,47.9,3
 1 Series,2017,Manual,14526,Petrol,125,52.3,1.5
 2 Series,2016,Automatic,67000,Petrol,160,46.3,2
 2 Series,2019,Automatic,10000,Petrol,145,47.9,2
 1 Series,2016,Manual,33043,Diesel,30,62.8,2
 4 Series,2017,Automatic,61355,Diesel,160,51.4,3
 X4,2017,Automatic,58056,Diesel,145,54.3,2
 1 Series,2016,Manual,36792,Diesel,20,68.9,2
 X1,2017,Automatic,47047,Diesel,145,55.4,2
 4 Series,2016,Automatic,26194,Petrol,160,45.6,2
 3 Series,2015,Manual,32412,Petrol,125,52.3,1.5
 X1,2016,Manual,45479,Diesel,125,58.9,2
 5 Series,2019,Automatic,12541,Petrol,145,50.4,2
 2 Series,2016,Automatic,22500,Diesel,30,67.3,2
 X6,2016,Automatic,33500,Diesel,240,42.8,3
 4 Series,2015,Automatic,39000,Diesel,30,65.7,2
 3 Series,2016,Automatic,19500,Petrol,205,40.4,3
 3 Series,2017,Automatic,22300,Diesel,205,49.6,3
 3 Series,2015,Manual,37500,Petrol,205,42.8,2
 3 Series,2015,Automatic,43000,Diesel,160,51.4,3
 1 Series,2016,Automatic,36500,Petrol,145,47.9,2
 1 Series,2016,Manual,30000,Diesel,30,62.8,2
 3 Series,2015,Automatic,36000,Diesel,160,52.3,3
 X3,2016,Automatic,41000,Diesel,150,54.3,2
 3 Series,2017,Automatic,28000,Diesel,205,49.6,3
 4 Series,2017,Automatic,27000,Petrol,150,48.7,2
 3 Series,2010,Automatic,59777,Petrol,265,35.8,3
 1 Series,2013,Automatic,24000,Petrol,205,40.9,2
 3 Series,2017,Automatic,15000,Diesel,145,51.4,3
 X6,2014,Automatic,35269,Diesel,300,38.2,3
 3 Series,2009,Manual,125000,Petrol,240,39.8,3
 1 Series,2018,Automatic,7574,Petrol,145,39.8,3
 3 Series,2018,Automatic,8721,Petrol,145,43.5,2
 3 Series,2017,Automatic,22248,Diesel,150,64.2,2
 2 Series,2019,Manual,313,Petrol,150,39.8,1.5
 3 Series,2020,Automatic,1255,Petrol,150,47.9,2
 3 Series,2005,Manual,130000,Petrol,315,31.4,2.5
 X5,2015,Automatic,47000,Diesel,200,47.1,3
 X3,2015,Automatic,36275,Diesel,145,54.3,2
 1 Series,2016,Automatic,25138,Diesel,20,67.3,2
 1 Series,2016,Manual,61786,Diesel,0,83.1,1.5
 3 Series,2017,Automatic,49877,Diesel,145,65.7,2
 X1,2017,Automatic,11000,Diesel,150,60.1,2
 1 Series,2011,Manual,78889,Diesel,150,55.4,2
 1 Series,2010,Manual,69000,Diesel,125,57.6,2
 3 Series,2014,Automatic,45000,Diesel,30,62.8,2
 M3,2005,Manual,115000,Petrol,315,20.8,3.2
 1 Series,2017,Automatic,47477,Diesel,145,65.7,2
 1 Series,2014,Manual,39390,Diesel,30,65.7,2
 3 Series,2017,Automatic,27232,Other,135,134.5,2
 X1,2015,Automatic,44978,Diesel,125,57.6,2
 1 Series,2016,Manual,41103,Diesel,0,83.1,1.5
 5 Series,2018,Automatic,51413,Diesel,145,68.9,2
 1 Series,2016,Automatic,29878,Diesel,30,65.7,2
 5 Series,2013,Automatic,33279,Diesel,120,60.1,2
 2 Series,2014,Manual,57000,Diesel,125,58.9,2
 M3,2015,Automatic,42000,Petrol,300,34,3
 1 Series,2015,Manual,91000,Diesel,0,74.3,1.6
 X1,2010,Automatic,51000,Diesel,200,45.6,2
 3 Series,2014,Automatic,48100,Diesel,160,52.3,3
 1 Series,2016,Manual,24380,Petrol,125,53.3,1.5
 3 Series,2019,Automatic,1049,Petrol,150,47.9,2
 3 Series,2019,Automatic,3551,Petrol,150,47.9,2
 3 Series,2019,Automatic,2784,Petrol,145,47.9,2
 3 Series,2019,Automatic,5634,Petrol,145,47.9,2
 X1,2016,Automatic,13165,Diesel,145,55.4,2
 X5,2015,Automatic,80600,Diesel,200,47.1,3
 2 Series,2016,Automatic,49756,Diesel,30,62.8,2
 1 Series,2016,Manual,44295,Diesel,20,68.9,2
 X3,2016,Automatic,43410,Diesel,145,54.3,2
 5 Series,2009,Automatic,87000,Diesel,160,50.4,2
 1 Series,2012,Manual,47000,Diesel,135,56.5,2
 2 Series,2014,Automatic,58000,Petrol,265,37.2,3
 3 Series,2013,Automatic,31850,Petrol,145,47.9,1.6
