model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 3 Series,2019,21444,Semi-Auto,6329,Diesel,145,55.4,2
 5 Series,2019,32600,Semi-Auto,8260,Hybrid,140,156.9,2
 3 Series,2019,26500,Semi-Auto,7120,Petrol,150,47.9,2
 3 Series,2018,16999,Manual,7000,Diesel,145,67.3,2
 3 Series,2019,28999,Automatic,11681,Diesel,145,52.3,2
 4 Series,2019,30140,Automatic,7583,Diesel,145,60.1,2
 3 Series,2019,34700,Semi-Auto,6006,Diesel,145,49.6,2
 4 Series,2019,31210,Automatic,4300,Diesel,145,53.3,3
 X1,2019,24850,Automatic,9784,Diesel,145,60.1,2
 3 Series,2019,18999,Automatic,11749,Diesel,145,62.8,2
 1 Series,2019,16555,Manual,9451,Diesel,145,68.9,2
 1 Series,2019,18999,Automatic,1000,Diesel,145,70.6,2
 X6,2019,41780,Semi-Auto,13000,Diesel,145,44.8,3
 4 Series,2019,29582,Automatic,5684,Petrol,145,41.5,3
 4 Series,2019,27700,Manual,110,Petrol,145,46.3,2
 1 Series,2017,14445,Automatic,21500,Diesel,145,72.4,1.5
 X3,2019,54999,Automatic,500,Petrol,145,24.8,3
 M2,2019,44500,Semi-Auto,4929,Petrol,150,29.1,3
 i3,2017,21500,Automatic,10900,Hybrid,140,470.8,0
 X1,2016,18500,Automatic,27000,Diesel,145,55.4,2
 3 Series,2015,14995,Automatic,44000,Diesel,145,56.5,3
 M4,2017,35352,Semi-Auto,9215,Petrol,300,34,3
 X2,2019,35470,Automatic,1566,Diesel,145,58.9,2
 1 Series,2016,15500,Semi-Auto,37753,Diesel,20,67.3,2
 5 Series,2017,26000,Semi-Auto,43533,Diesel,150,53.3,3
 Z4,2020,44300,Semi-Auto,1801,Petrol,150,33.2,3
 M4,2018,39999,Semi-Auto,10809,Petrol,150,34,3
 5 Series,2018,24999,Semi-Auto,17371,Diesel,145,62.8,2
 3 Series,2019,27999,Automatic,9214,Diesel,145,52.3,2
 5 Series,2019,28999,Automatic,13000,Petrol,145,47.9,2
 X3,2019,33790,Semi-Auto,3633,Petrol,145,30.4,2
 X4,2019,42550,Semi-Auto,8515,Petrol,145,26.9,3
 M2,2019,42110,Automatic,5644,Petrol,145,29.1,3
 2 Series,2019,20860,Manual,5684,Petrol,145,42.8,1.5
 2 Series,2019,20850,Manual,3993,Petrol,145,42.8,1.5
 2 Series,2019,23150,Semi-Auto,5035,Diesel,145,49.6,2
 2 Series,2019,20950,Manual,2178,Diesel,145,51.4,2
 3 Series,2020,41995,Automatic,4300,Petrol,145,33.6,3
 3 Series,2019,29999,Automatic,12143,Diesel,145,52.3,2
 X3,2019,34999,Automatic,12774,Diesel,145,54.3,2
 2 Series,2019,27995,Automatic,110,Diesel,145,64.2,2
 5 Series,2019,26888,Automatic,8070,Diesel,145,65.7,2
 4 Series,2019,26995,Manual,110,Petrol,145,46.3,2
 2 Series,2019,20555,Automatic,9736,Petrol,145,50.4,2
 2 Series,2019,20999,Automatic,37,Petrol,145,47.9,2
 M3,2017,53995,Automatic,3824,Petrol,145,34,3
 X3,2019,31436,Automatic,6172,Diesel,145,54.3,2
 4 Series,2019,22680,Automatic,9820,Petrol,145,45.6,2
 3 Series,2019,35150,Automatic,5920,Diesel,145,47.9,3
 M5,2019,81140,Semi-Auto,551,Petrol,145,24.1,4.4
 X1,2019,31280,Semi-Auto,2865,Diesel,145,36.7,2
 X2,2019,32740,Automatic,3857,Petrol,145,39.2,2
 3 Series,2019,31630,Automatic,4400,Diesel,145,52.3,2
 X6,2019,66750,Semi-Auto,2519,Petrol,145,26.4,3
 3 Series,2019,28000,Semi-Auto,8653,Petrol,145,46.3,2
 X5,2019,51995,Semi-Auto,11,Diesel,145,37.7,3
 3 Series,2019,32999,Automatic,4418,Diesel,145,49.6,2
 4 Series,2019,31845,Semi-Auto,6155,Diesel,145,47.9,3
 3 Series,2019,23222,Semi-Auto,11010,Diesel,145,54.3,2
 5 Series,2019,29999,Automatic,3936,Petrol,145,47.9,2
 2 Series,2019,20999,Semi-Auto,4923,Petrol,145,47.9,2
 3 Series,2019,27999,Automatic,14590,Diesel,145,52.3,2
 X5,2019,50900,Automatic,99,Diesel,145,37.7,3
 X2,2019,38350,Automatic,99,Diesel,145,58.9,2
 3 Series,2019,31995,Manual,894,Diesel,145,54.3,2
 X1,2019,27888,Manual,99,Diesel,145,48.7,2
 X1,2019,25999,Manual,99,Petrol,145,52.3,1.5
 X3,2019,34500,Automatic,1000,Diesel,145,54.3,2
 2 Series,2019,27995,Automatic,99,Diesel,145,47.1,2
 M4,2019,45999,Automatic,99,Petrol,145,34,3
 M4,2019,57800,Automatic,99,Petrol,145,34,3
 5 Series,2019,29995,Automatic,1000,Petrol,145,50.4,2
 7 Series,2016,33995,Semi-Auto,15143,Diesel,160,52.3,3
 5 Series,2020,29990,Semi-Auto,12,Hybrid,150,62.8,2
 3 Series,2020,32995,Semi-Auto,10,Diesel,145,50.4,2
 X5,2019,58000,Automatic,4010,Diesel,145,33.6,3
 X3,2019,36222,Semi-Auto,4624,Diesel,145,48.7,3
 X3,2019,35600,Semi-Auto,1299,Diesel,145,54.3,2
 5 Series,2019,33444,Semi-Auto,4118,Petrol,145,46.3,2
 2 Series,2019,20999,Manual,4524,Petrol,145,57.6,1.5
 1 Series,2019,21999,Semi-Auto,2040,Petrol,145,43.5,1.5
 1 Series,2019,25999,Semi-Auto,575,Diesel,145,62.8,2
 1 Series,2019,22222,Manual,397,Petrol,145,44.1,1.5
 2 Series,2018,18999,Automatic,254,Petrol,145,38.2,2
 4 Series,2019,28999,Semi-Auto,1000,Diesel,145,65.7,2
 X5,2019,73000,Automatic,5,Hybrid,135,188.3,3
 3 Series,2019,29555,Automatic,5035,Diesel,145,50.4,2
 4 Series,2019,31995,Manual,110,Diesel,145,55.4,2
 X1,2019,25999,Automatic,1100,Diesel,145,60.1,2
 4 Series,2019,35000,Automatic,110,Diesel,145,65.7,2
 4 Series,2019,22999,Automatic,1000,Diesel,145,60.1,2
 X3,2019,32250,Semi-Auto,4829,Diesel,150,54.3,2
 5 Series,2015,16750,Semi-Auto,27563,Petrol,160,46.3,2
 6 Series,2017,27000,Automatic,17942,Petrol,145,32.1,4.4
 X1,2017,19750,Semi-Auto,19159,Diesel,145,60.1,2
 2 Series,2016,16995,Semi-Auto,37573,Diesel,145,55.4,2
 1 Series,2013,9995,Manual,33731,Diesel,20,68.9,2
 3 Series,2017,21995,Semi-Auto,25542,Diesel,160,51.4,3
 X5,2019,50995,Semi-Auto,4151,Diesel,145,37.7,3
 3 Series,2019,34995,Semi-Auto,4255,Diesel,145,49.6,2
 3 Series,2019,25995,Semi-Auto,5687,Diesel,145,52.3,2
 3 Series,2015,14995,Semi-Auto,40781,Diesel,125,61.4,2
 X3,2019,36990,Semi-Auto,5922,Diesel,145,54.3,2
 3 Series,2019,27990,Manual,3319,Diesel,145,54.3,2
 1 Series,2019,21999,Semi-Auto,1591,Petrol,145,43.5,1.5
 3 Series,2019,34999,Automatic,20329,Diesel,145,48.7,2
 7 Series,2019,46999,Semi-Auto,10504,Petrol,145,34.5,3
 X2,2020,32540,Semi-Auto,99,Petrol,150,39.2,2
 X7,2019,72500,Automatic,5929,Diesel,145,31.4,3
 3 Series,2016,14999,Manual,26307,Petrol,145,47.9,2
 3 Series,2018,18700,Semi-Auto,42565,Diesel,145,64.2,2
 3 Series,2018,27000,Semi-Auto,12513,Diesel,145,51.4,3
 1 Series,2015,12295,Semi-Auto,56000,Diesel,20,67.3,2
 X3,2016,17495,Semi-Auto,31100,Diesel,145,54.3,2
 1 Series,2016,13908,Semi-Auto,13708,Diesel,20,68.9,1.5
 5 Series,2018,27500,Semi-Auto,3627,Hybrid,135,156.9,2
 7 Series,2017,34000,Semi-Auto,34024,Hybrid,0,128.4,2
 3 Series,2017,19500,Semi-Auto,9377,Hybrid,0,134.5,2
 2 Series,2020,19500,Automatic,4330,Petrol,145,42.2,1.5
 2 Series,2020,22000,Automatic,5436,Diesel,145,67.3,2
 2 Series,2020,19500,Automatic,3622,Petrol,145,42.2,1.5
 8 Series,2020,59995,Semi-Auto,700,Petrol,145,31.7,3
 5 Series,2019,29555,Automatic,15094,Diesel,145,65.7,2
 X5,2019,51990,Semi-Auto,12,Diesel,145,37.7,3
 Z4,2016,16500,Semi-Auto,29850,Petrol,205,41.5,2
 3 Series,2018,21500,Semi-Auto,13058,Diesel,150,60.1,2
 3 Series,2015,15800,Manual,23293,Diesel,145,55.4,2
 3 Series,2016,17995,Semi-Auto,43417,Diesel,160,51.4,3
 X2,2019,24995,Semi-Auto,4980,Diesel,145,52.3,2
 X6,2018,36555,Semi-Auto,17500,Diesel,145,40.9,3
 4 Series,2020,29500,Semi-Auto,10,Petrol,145,48.7,2
 3 Series,2019,28888,Automatic,10799,Diesel,145,52.3,2
 3 Series,2019,33699,Semi-Auto,7736,Hybrid,135,8.8,2
 X3,2019,43500,Semi-Auto,5554,Petrol,145,34.5,3
 5 Series,2019,34500,Automatic,99,Hybrid,135,156.9,2
 1 Series,2019,19999,Semi-Auto,6386,Petrol,145,47.9,2
 1 Series,2019,28500,Semi-Auto,9058,Diesel,150,51.4,2
 3 Series,2017,20995,Semi-Auto,26810,Hybrid,0,134.5,2
 2 Series,2019,18995,Semi-Auto,8157,Petrol,150,40.9,1.5
 1 Series,2014,9799,Manual,46000,Petrol,145,50.4,1.6
 3 Series,2017,11499,Manual,66488,Diesel,20,68.9,2
 1 Series,2017,19950,Semi-Auto,30173,Petrol,205,39.8,3
 2 Series,2017,17110,Semi-Auto,34032,Diesel,145,65.7,2
 4 Series,2018,19370,Automatic,26739,Diesel,145,65.7,2
 3 Series,2014,10800,Manual,50810,Diesel,30,61.4,2
 4 Series,2019,27790,Semi-Auto,7298,Petrol,145,41.5,3
 5 Series,2019,27990,Automatic,14541,Diesel,145,65.7,2
 X5,2019,52490,Semi-Auto,7443,Petrol,145,27.2,3
 X1,2020,31825,Semi-Auto,99,Diesel,145,47.9,2
 X5,2019,49490,Semi-Auto,3252,Diesel,145,37.7,3
 1 Series,2019,25999,Semi-Auto,1356,Diesel,145,50.4,2
 X1,2019,25990,Semi-Auto,7333,Diesel,145,60.1,2
 3 Series,2019,34990,Semi-Auto,8005,Petrol,145,40.4,2
 1 Series,2016,13500,Automatic,34144,Diesel,20,68.9,1.5
 3 Series,2016,16100,Automatic,45759,Diesel,145,56.5,3
 X3,2016,22450,Semi-Auto,22699,Diesel,200,47.9,3
 4 Series,2016,17144,Manual,18250,Petrol,160,46.3,2
 4 Series,2017,19494,Semi-Auto,14465,Diesel,145,65.7,2
 M5,2016,25999,Semi-Auto,49689,Petrol,565,28.5,4.4
 1 Series,2013,9995,Manual,59995,Diesel,30,62.8,2
 2 Series,2018,17745,Semi-Auto,17771,Diesel,150,62.8,2
 5 Series,2017,28735,Semi-Auto,21638,Diesel,150,53.3,3
 1 Series,2017,13888,Manual,15512,Petrol,150,53.3,1.5
 X1,2019,30555,Automatic,1000,Diesel,150,50.4,2
 3 Series,2019,25490,Semi-Auto,6219,Petrol,150,42.2,2
 3 Series,2019,26490,Semi-Auto,7385,Petrol,150,41.5,2
 X1,2019,21850,Automatic,6141,Petrol,145,46.3,1.5
 2 Series,2017,17990,Semi-Auto,30488,Diesel,145,55.4,2
 3 Series,2019,29990,Automatic,13376,Diesel,145,52.3,2
 X6,2016,28950,Semi-Auto,31585,Diesel,200,47.1,3
 3 Series,2017,15500,Semi-Auto,47251,Diesel,30,64.2,2
 1 Series,2018,12200,Semi-Auto,45648,Diesel,150,72.4,1.5
 4 Series,2019,24990,Semi-Auto,8830,Petrol,145,48.7,2
 X3,2016,21990,Semi-Auto,28211,Diesel,150,54.3,2
 3 Series,2017,13995,Semi-Auto,32871,Diesel,145,68.9,2
 2 Series,2019,25480,Automatic,10,Hybrid,135,113,1.5
 X5,2019,48990,Semi-Auto,6439,Diesel,145,37.7,3
 2 Series,2017,18990,Semi-Auto,20000,Petrol,150,50.4,1.5
 1 Series,2017,14990,Semi-Auto,26525,Petrol,150,55.5,1.5
 3 Series,2019,21990,Semi-Auto,10586,Diesel,145,55.4,2
 1 Series,2019,23990,Manual,10,Petrol,145,44.1,1.5
 X3,2019,53990,Automatic,3961,Petrol,145,24.8,3
 X2,2019,27990,Automatic,9182,Petrol,145,39.8,2
 2 Series,2019,20990,Semi-Auto,2139,Petrol,145,53.3,1.5
 3 Series,2019,30990,Automatic,2579,Diesel,145,52.3,2
 X5,2019,48990,Automatic,8336,Diesel,145,37.7,3
 3 Series,2019,41990,Automatic,10028,Diesel,145,43.5,3
 4 Series,2018,23990,Semi-Auto,17592,Petrol,145,48.7,2
 5 Series,2017,25990,Semi-Auto,48883,Diesel,145,53.3,3
 5 Series,2017,21790,Semi-Auto,24794,Diesel,30,65.7,2
 X1,2017,18995,Semi-Auto,30872,Diesel,145,57.6,2
 3 Series,2016,16995,Semi-Auto,22035,Diesel,30,62.8,2
 5 Series,2015,18495,Semi-Auto,36200,Diesel,160,50.4,3
 1 Series,2013,9995,Manual,56369,Diesel,125,58.9,2
 1 Series,2017,13995,Manual,22119,Diesel,150,68.9,2
 5 Series,2013,10000,Semi-Auto,87457,Diesel,145,56.5,2
 i8,2017,59950,Automatic,9992,Hybrid,135,134.5,1.5
 3 Series,2020,30990,Semi-Auto,4506,Diesel,150,52.3,2
 1 Series,2020,31990,Semi-Auto,3150,Petrol,150,34.5,2
 3 Series,2018,19990,Manual,2459,Petrol,150,47.9,2
 4 Series,2019,29990,Semi-Auto,9448,Petrol,145,41.5,3
 2 Series,2015,17490,Semi-Auto,36000,Petrol,265,37.2,3
 X1,2018,21000,Semi-Auto,22964,Diesel,145,60.1,2
 1 Series,2016,13800,Automatic,11510,Diesel,20,70.6,2
 X1,2016,19000,Automatic,13044,Diesel,125,57.6,2
 5 Series,2019,30500,Semi-Auto,7536,Petrol,145,46.3,2
 3 Series,2016,19490,Automatic,30088,Petrol,160,46.3,2
 X5,2017,32990,Automatic,39593,Diesel,200,47.1,3
 5 Series,2017,23990,Semi-Auto,29283,Diesel,125,60.1,2
 5 Series,2017,22490,Semi-Auto,32466,Diesel,145,60.1,2
 5 Series,2016,16490,Semi-Auto,26037,Diesel,20,68.9,2
 3 Series,2019,21790,Semi-Auto,8748,Petrol,145,44.8,2
 X1,2017,19995,Semi-Auto,48000,Diesel,125,57.6,2
 6 Series,2018,28990,Semi-Auto,10250,Diesel,145,49.6,3
 4 Series,2019,33990,Semi-Auto,5763,Petrol,145,39.2,3
 1 Series,2019,18990,Semi-Auto,10746,Diesel,145,67.3,2
 3 Series,2019,26990,Semi-Auto,7522,Petrol,145,41.5,2
 4 Series,2019,25990,Semi-Auto,11555,Petrol,145,46.3,2
 M4,2020,49490,Semi-Auto,7,Petrol,145,32.5,3
 2 Series,2020,23990,Semi-Auto,9,Petrol,145,47.9,2
 3 Series,2020,31990,Semi-Auto,11,Petrol,145,40.4,2
 Z4,2020,31990,Semi-Auto,9,Petrol,145,38.7,2
 Z4,2020,33990,Semi-Auto,10,Petrol,145,37.2,2
 X3,2019,36500,Semi-Auto,5664,Diesel,145,54.3,2
 M4,2019,51000,Semi-Auto,1072,Petrol,145,34,3
 X3,2019,42000,Automatic,169,Diesel,145,54.3,2
 4 Series,2016,20942,Automatic,39734,Petrol,260,37.2,3
 4 Series,2019,27992,Semi-Auto,9756,Diesel,150,65.7,2
 X6,2019,66281,Semi-Auto,2710,Petrol,145,26.4,3
 X3,2019,36000,Semi-Auto,2864,Diesel,145,54.3,2
 X3,2019,35000,Automatic,6847,Diesel,145,54.3,2
 X1,2019,24500,Manual,1765,Petrol,145,51.4,1.5
 M5,2019,70000,Automatic,6568,Petrol,145,24.1,4.4
 1 Series,2017,16000,Semi-Auto,45580,Diesel,125,61.4,2
 3 Series,2019,23500,Semi-Auto,21,Diesel,145,70.6,2
 4 Series,2015,14282,Semi-Auto,66453,Diesel,30,65.7,2
 3 Series,2014,20412,Semi-Auto,30852,Diesel,160,52.3,3
 X1,2017,20995,Semi-Auto,20101,Diesel,145,57.6,2
 X1,2019,27672,Semi-Auto,2897,Petrol,145,35.3,2
 2 Series,2019,19543,Manual,1996,Petrol,145,42.8,1.5
 X7,2019,64999,Semi-Auto,1500,Diesel,150,33.6,3
 3 Series,2015,18981,Semi-Auto,40443,Diesel,165,51.4,3
 i3,2017,23751,Automatic,28169,Hybrid,0,470.8,0
 3 Series,2018,20706,Automatic,11499,Diesel,145,62.8,2
 5 Series,2018,34502,Automatic,13641,Diesel,145,51.4,3
 2 Series,2019,20512,Semi-Auto,9114,Petrol,145,50.4,1.5
 3 Series,2019,41513,Semi-Auto,4670,Petrol,145,34.9,3
 3 Series,2014,15981,Manual,50100,Diesel,150,56.5,2
 3 Series,2019,27781,Manual,11701,Diesel,150,54.3,2
 X1,2017,19981,Semi-Auto,24534,Diesel,150,55.4,2
 M2,2019,49999,Automatic,2935,Petrol,145,29.1,3
 2 Series,2018,20981,Manual,15674,Petrol,150,47.1,1.5
 3 Series,2017,22981,Semi-Auto,29994,Petrol,205,41.5,3
 1 Series,2017,15981,Manual,44426,Petrol,150,52.3,1.5
 5 Series,2015,17500,Manual,26355,Diesel,160,52.3,2
 4 Series,2019,29000,Semi-Auto,2741,Diesel,145,60.1,2
 5 Series,2019,27500,Semi-Auto,4207,Petrol,150,36.2,2
 M3,2018,42202,Semi-Auto,10222,Petrol,145,34,3
 X6,2018,40322,Semi-Auto,7531,Diesel,145,40.9,3
 X5,2017,31992,Automatic,39000,Diesel,200,47.1,3
 1 Series,2016,18402,Manual,23139,Petrol,300,35.3,3
 X4,2014,20572,Semi-Auto,41773,Diesel,145,54.3,2
 5 Series,2017,20995,Semi-Auto,23116,Diesel,30,62.8,2
 2 Series,2017,16962,Semi-Auto,25252,Petrol,145,51.4,1.5
 2 Series,2019,26991,Manual,2715,Diesel,145,61.4,2
 M4,2019,49999,Automatic,1466,Petrol,145,34,3
 1 Series,2019,18380,Automatic,16899,Petrol,145,54.3,1.5
 4 Series,2016,22932,Semi-Auto,18774,Diesel,160,49.6,3
 4 Series,2019,29676,Automatic,7365,Petrol,145,41.5,3
 3 Series,2017,17182,Manual,34687,Diesel,145,60.1,2
 X1,2019,29999,Semi-Auto,3333,Diesel,150,50.4,2
 2 Series,2019,23230,Semi-Auto,6932,Petrol,145,50.4,2
 4 Series,2019,29840,Automatic,6000,Diesel,145,60.1,2
 5 Series,2019,27500,Semi-Auto,7095,Petrol,150,50.4,2
 X1,2017,18500,Semi-Auto,35065,Diesel,150,57.6,2
 1 Series,2016,12000,Manual,30302,Diesel,20,68.9,2
 X1,2020,29000,Semi-Auto,9,Petrol,150,47.9,2
 Z4,2020,35000,Semi-Auto,5,Petrol,150,37.2,2
 X2,2020,27500,Semi-Auto,10,Petrol,150,39.2,2
 4 Series,2020,27500,Semi-Auto,130,Petrol,145,45.6,2
 4 Series,2020,36000,Semi-Auto,11,Diesel,145,50.4,3
 X2,2019,32000,Semi-Auto,5524,Petrol,145,34,2
 1 Series,2019,22500,Semi-Auto,7188,Diesel,145,68.9,1.5
 2 Series,2017,15952,Manual,17146,Petrol,145,55.4,1.5
 X6,2017,33542,Semi-Auto,16867,Diesel,145,47.1,3
 X1,2020,28999,Semi-Auto,243,Diesel,145,36.7,2
 1 Series,2015,17962,Semi-Auto,36510,Petrol,235,37.7,3
 8 Series,2020,79991,Semi-Auto,151,Diesel,145,26.7,3
 X3,2020,69991,Semi-Auto,10,Petrol,145,24.8,3
 2 Series,2019,23810,Automatic,151,Diesel,145,49.6,2
 2 Series,2019,19870,Manual,151,Petrol,145,42.8,1.5
 1 Series,2019,21340,Automatic,4761,Petrol,145,42.8,1.5
 4 Series,2019,25374,Automatic,151,Diesel,145,60.1,2
 2 Series,2019,24230,Semi-Auto,4301,Petrol,145,48.7,2
 1 Series,2019,22890,Manual,5397,Petrol,145,41.5,1.5
 2 Series,2019,21980,Manual,5587,Petrol,145,52.3,1.5
 5 Series,2019,28200,Automatic,7399,Petrol,145,50.4,2
 1 Series,2019,30160,Automatic,7890,Petrol,145,34.5,2
 3 Series,2019,27130,Automatic,5732,Petrol,145,42.2,2
 1 Series,2019,22280,Manual,4710,Petrol,145,41.5,1.5
 2 Series,2019,26496,Automatic,10843,Petrol,145,39.8,3
 1 Series,2019,25500,Semi-Auto,4171,Petrol,150,39.8,3
 2 Series,2017,16999,Semi-Auto,5000,Petrol,125,53.3,1.5
 3 Series,2017,18999,Semi-Auto,28563,Diesel,150,64.2,2
 X3,2020,47000,Semi-Auto,1385,Hybrid,135,5.5,2
 1 Series,2019,22750,Manual,8543,Diesel,145,70.6,1.5
 1 Series,2019,22750,Manual,9345,Diesel,145,65.7,2
 X5,2020,65000,Semi-Auto,1435,Petrol,145,23.2,4.4
 3 Series,2019,38500,Automatic,7699,Diesel,145,48.7,2
 3 Series,2019,37000,Automatic,115,Diesel,145,49.6,2
 X7,2019,71000,Semi-Auto,5665,Diesel,145,31.4,3
 2 Series,2015,14750,Semi-Auto,16073,Diesel,125,61.4,2
 Z4,2019,33500,Semi-Auto,434,Petrol,145,38.7,2
 X1,2016,20999,Semi-Auto,25778,Diesel,150,56.5,2
 X3,2017,20999,Semi-Auto,39181,Diesel,145,54.3,2
 5 Series,2016,15495,Semi-Auto,26109,Diesel,30,65.7,2
 3 Series,2019,28999,Semi-Auto,5000,Diesel,145,52.3,2
 3 Series,2019,27999,Semi-Auto,5155,Diesel,145,52.3,2
 Z4,2019,35995,Semi-Auto,4586,Petrol,150,33.2,3
 3 Series,2020,26999,Semi-Auto,570,Petrol,150,43.5,2
 5 Series,2015,11950,Semi-Auto,71766,Diesel,30,62.8,2
 4 Series,2016,17127,Semi-Auto,34479,Diesel,30,65.7,2
 3 Series,2017,16840,Automatic,47439,Diesel,145,56.5,3
 2 Series,2016,12347,Manual,24460,Diesel,30,65.7,2
 X3,2019,35750,Semi-Auto,6698,Diesel,145,54.3,2
 X3,2019,35750,Automatic,4466,Diesel,145,54.3,2
 1 Series,2017,15000,Manual,39838,Diesel,145,62.8,2
 3 Series,2018,24250,Semi-Auto,3552,Diesel,145,53.3,3
 X2,2019,32000,Automatic,2631,Petrol,145,34,2
 X5,2019,47500,Semi-Auto,6224,Diesel,145,36.7,3
 X3,2019,54000,Automatic,2209,Petrol,145,24.8,3
 4 Series,2016,17500,Semi-Auto,33064,Diesel,30,65.7,2
 5 Series,2019,36499,Semi-Auto,5000,Hybrid,135,156.9,2
 3 Series,2020,35999,Semi-Auto,5000,Diesel,145,47.9,3
 4 Series,2018,27995,Semi-Auto,4000,Diesel,145,58.9,2
 4 Series,2014,13950,Semi-Auto,24649,Petrol,160,44.8,2
 4 Series,2018,20400,Semi-Auto,22270,Diesel,145,60.1,2
 1 Series,2016,13850,Semi-Auto,37398,Diesel,20,67.3,2
 2 Series,2017,14340,Semi-Auto,20185,Petrol,150,50.4,1.5
 6 Series,2016,20610,Automatic,47148,Diesel,200,49.6,3
 1 Series,2017,20750,Semi-Auto,18635,Petrol,200,39.8,3
 2 Series,2018,23750,Semi-Auto,16512,Petrol,145,39.8,3
 X1,2014,10422,Manual,29387,Diesel,160,51.4,2
 3 Series,2020,31990,Semi-Auto,3450,Petrol,150,40.4,2
 X3,2020,42990,Semi-Auto,3245,Hybrid,140,5.5,2
 1 Series,2019,23995,Semi-Auto,1491,Petrol,145,43.5,1.5
 1 Series,2019,22995,Manual,1569,Diesel,145,70.6,2
 3 Series,2019,27495,Semi-Auto,12897,Diesel,145,52.3,2
 6 Series,2019,31999,Semi-Auto,3035,Diesel,150,44.1,2
 X6,2019,63999,Semi-Auto,4000,Petrol,145,26.4,3
 X2,2020,28999,Semi-Auto,5000,Diesel,145,47.9,2
 X7,2020,64999,Semi-Auto,4000,Diesel,145,33.6,3
 2 Series,2020,29999,Semi-Auto,5000,Diesel,145,48.7,2
 2 Series,2019,22999,Semi-Auto,5713,Petrol,145,50.4,1.5
 X1,2017,20990,Semi-Auto,25013,Diesel,145,57.6,2
 X3,2020,40990,Semi-Auto,2294,Diesel,145,36.7,3
 2 Series,2017,14990,Automatic,17000,Petrol,125,48.7,2
 X5,2020,53990,Semi-Auto,6825,Diesel,150,37.7,3
 3 Series,2019,41990,Semi-Auto,7825,Petrol,150,34.9,3
 Z4,2020,31990,Semi-Auto,4825,Petrol,150,38.7,2
 3 Series,2019,32990,Semi-Auto,5869,Diesel,150,52.3,2
 3 Series,2020,43990,Semi-Auto,2894,Petrol,150,33.6,3
 7 Series,2019,46990,Semi-Auto,7515,Diesel,150,42.2,3
 2 Series,2019,23999,Semi-Auto,5000,Petrol,145,40.9,1.5
 X1,2018,21999,Manual,2750,Petrol,145,40.9,1.5
 5 Series,2019,37995,Semi-Auto,2723,Diesel,145,53.3,3
 4 Series,2020,28300,Semi-Auto,20,Diesel,145,65.7,2
 4 Series,2020,26500,Semi-Auto,37,Petrol,145,48.7,2
 4 Series,2020,28995,Semi-Auto,121,Petrol,145,48.7,2
 2 Series,2020,22999,Semi-Auto,5000,Petrol,145,50.4,1.5
 X3,2020,53995,Semi-Auto,2000,Hybrid,135,5.5,2
 3 Series,2019,28995,Semi-Auto,4000,Diesel,145,52.3,2
 3 Series,2018,19999,Manual,14875,Petrol,145,47.9,2
 2 Series,2017,18490,Automatic,12941,Hybrid,0,141.2,1.5
 1 Series,2016,11990,Manual,33779,Diesel,20,68.9,2
 6 Series,2017,23990,Semi-Auto,25975,Diesel,160,51.4,3
 2 Series,2016,17490,Semi-Auto,27484,Diesel,125,60.1,2
 3 Series,2017,22790,Semi-Auto,24200,Diesel,145,53.3,3
 3 Series,2020,27492,Semi-Auto,3500,Petrol,145,42.2,2
 1 Series,2019,16450,Manual,7169,Diesel,145,72.4,1.5
 3 Series,2019,26000,Automatic,4971,Diesel,145,52.3,2
 3 Series,2019,25000,Semi-Auto,8158,Petrol,145,42.2,2
 2 Series,2020,29500,Semi-Auto,10,Petrol,145,39.8,3
 X1,2017,22495,Semi-Auto,20470,Diesel,145,57.6,2
 3 Series,2016,21499,Semi-Auto,34137,Diesel,200,49.6,3
 4 Series,2016,20999,Semi-Auto,16210,Diesel,30,65.7,2
 1 Series,2019,19895,Manual,6181,Petrol,145,52.3,1.5
 M4,2018,53999,Semi-Auto,8725,Petrol,145,33.6,3
 2 Series,2019,22999,Semi-Auto,3880,Petrol,145,47.9,2
 3 Series,2019,27490,Automatic,8410,Diesel,145,53.3,3
 2 Series,2019,18500,Manual,7367,Petrol,145,40.4,1.5
 2 Series,2019,21450,Automatic,7044,Hybrid,135,148.7,1.5
 X2,2019,28950,Semi-Auto,6086,Petrol,145,36.2,2
 X1,2019,25990,Automatic,15608,Petrol,150,46.3,1.5
 2 Series,2017,24500,Semi-Auto,11901,Petrol,145,39.8,3
 2 Series,2016,14500,Semi-Auto,20193,Diesel,125,57.6,2
 M3,2017,37970,Semi-Auto,21431,Petrol,150,34,3
 4 Series,2018,21750,Semi-Auto,13754,Petrol,150,48.7,2
 4 Series,2014,14550,Semi-Auto,39271,Petrol,165,44.1,2
 1 Series,2017,20995,Semi-Auto,22000,Petrol,150,39.8,3
 3 Series,2017,19250,Automatic,27323,Diesel,160,51.4,3
 X1,2013,10999,Semi-Auto,48058,Diesel,160,52.3,2
 X1,2019,25996,Semi-Auto,4850,Petrol,145,46.3,1.5
 2 Series,2019,21250,Automatic,13186,Hybrid,135,148.7,1.5
 2 Series,2019,21785,Automatic,10218,Hybrid,135,148.7,1.5
 5 Series,2019,32000,Semi-Auto,8827,Hybrid,135,156.9,2
 2 Series,2019,21450,Automatic,9181,Hybrid,135,148.7,1.5
 4 Series,2018,24450,Automatic,28363,Petrol,145,41.5,3
