"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"Male",0,"No","No",40,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",24.6,973.95,"No"
"Male",0,"No","No",12,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",50.95,605.75,"No"
"Male",0,"No","No",9,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",75.6,661.55,"No"
"Female",0,"Yes","Yes",51,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",80.75,4116.9,"No"
"Male",0,"Yes","Yes",49,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",90.4,4494.65,"No"
"Male",1,"Yes","No",41,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.8,4259.3,"Yes"
"Female",0,"No","No",56,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",60.25,3282.75,"No"
"Male",0,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",20.2,55.7,"No"
"Male",0,"Yes","No",20,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Mailed check",64.15,1274.45,"No"
"Female",0,"Yes","Yes",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.25,493.95,"No"
"Female",0,"Yes","Yes",20,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",105.85,2239.65,"Yes"
"Female",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",75.45,480.75,"Yes"
"Male",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.85,635.6,"Yes"
"Male",0,"No","No",51,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99,5038.15,"No"
"Female",0,"No","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",80.3,324.2,"No"
"Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.55,19.55,"No"
"Male",0,"Yes","Yes",27,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","No","Electronic check",100.75,2793.55,"No"
"Male",0,"No","No",22,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.75,2095,"Yes"
"Male",0,"No","No",12,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",53.75,648.65,"No"
"Female",0,"Yes","Yes",3,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",31,95.05,"Yes"
"Female",0,"Yes","Yes",34,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",25.6,917.15,"No"
"Male",0,"Yes","No",24,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","Yes","Electronic check",58.35,1346.9,"No"
"Male",0,"No","No",51,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",80,4242.35,"Yes"
"Female",1,"No","No",14,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",46.35,672.7,"No"
"Male",0,"Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",113.75,6561.25,"No"
"Male",0,"No","No",3,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","No","Electronic check",90.4,268.45,"No"
"Female",0,"Yes","Yes",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Electronic check",109.3,7337.55,"No"
"Male",1,"No","No",5,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.25,331.9,"Yes"
"Female",0,"Yes","Yes",59,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",90.3,5194.05,"No"
"Male",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",65.25,4478.85,"No"
"Female",0,"Yes","Yes",62,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.15,6283.3,"Yes"
"Male",0,"No","No",28,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",94.5,2659.4,"Yes"
"Male",0,"No","No",3,"Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Mailed check",60.65,196.9,"No"
"Male",0,"No","Yes",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",24.1,439.2,"No"
"Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.5,19.5,"No"
"Male",0,"No","No",24,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",85.95,2107.15,"No"
"Male",1,"No","No",57,"Yes","No","DSL","No","No","Yes","Yes","No","No","One year","Yes","Electronic check",53.5,3035.8,"No"
"Female",0,"No","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.45,1866.45,"No"
"Male",0,"No","No",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.5,1430.95,"No"
"Male",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",20.85,1071.6,"No"
"Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.9,6457.15,"No"
"Female",0,"Yes","No",26,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",26,684.05,"No"
"Female",0,"No","No",35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",113.2,3914.05,"No"
"Female",0,"Yes","Yes",55,"Yes","No","Fiber optic","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",69.05,3842.6,"No"
"Female",0,"Yes","Yes",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.1,670.35,"No"
"Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",109.65,7880.25,"No"
"Male",0,"No","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.2,19.2,"No"
"Male",0,"No","No",10,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",33.9,298.45,"Yes"
"Female",1,"Yes","No",37,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","No","Electronic check",90,3371.75,"No"
"Male",0,"No","No",12,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",34,442.45,"No"
"Male",0,"Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.4,20.4,"No"
"Male",0,"Yes","No",62,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",38.6,2345.55,"No"
"Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",25.25,25.25,"No"
"Female",0,"No","No",18,"Yes","Yes","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",60.6,1156.35,"No"
"Male",1,"Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",89.95,6143.15,"Yes"
"Male",0,"No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.75,144.8,"No"
"Male",0,"Yes","Yes",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.6,414.95,"No"
"Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.45,1059.55,"Yes"
"Male",0,"No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,181.8,"No"
"Male",0,"No","No",27,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",81.7,2212.55,"No"
"Male",0,"No","Yes",27,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",79.5,2180.55,"Yes"
"Male",0,"Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",89.15,89.15,"Yes"
"Female",1,"No","No",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.3,459.95,"No"
"Male",1,"No","No",14,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,1036.75,"Yes"
"Female",1,"No","No",32,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,2276.95,"Yes"
"Female",0,"No","No",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20,211.95,"No"
"Male",0,"No","No",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",25,25,"No"
"Male",1,"No","Yes",38,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",80.45,3162.65,"No"
"Female",0,"Yes","Yes",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.75,210.65,"No"
"Male",0,"Yes","Yes",54,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",65.65,3566.7,"No"
"Female",0,"No","No",29,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",71,2080.1,"No"
"Male",1,"Yes","No",44,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.2,4040.2,"No"
"Male",0,"Yes","Yes",59,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",86.75,5186,"No"
"Female",0,"No","No",3,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.3,196.15,"Yes"
"Female",0,"Yes","Yes",18,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Mailed check",61.5,1087.45,"No"
"Male",1,"No","No",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.1,1672.15,"No"
"Female",0,"Yes","Yes",22,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",55.15,1206.05,"Yes"
"Male",0,"No","Yes",33,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",34.05,1113.95,"No"
"Male",0,"No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,107.05,"No"
"Female",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,38.15,"No"
"Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.7,6339.3,"No"
"Male",0,"No","Yes",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,184.1,"No"
"Male",0,"Yes","Yes",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",26.3,1688.9,"No"
"Female",0,"Yes","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.95,1378.25,"Yes"
"Female",0,"No","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.7,137.6,"No"
"Male",0,"No","No",5,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",43.25,219,"Yes"
"Male",0,"Yes","Yes",23,"Yes","Yes","DSL","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",48.35,1067.15,"Yes"
"Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.55,79.55,"Yes"
"Female",1,"Yes","No",50,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.05,3444.85,"Yes"
"Male",0,"No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.45,369.05,"No"
"Female",0,"Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.8,7553.6,"No"
"Male",0,"No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.5,84.5,"Yes"
"Female",1,"Yes","No",25,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.3,1813.1,"No"
"Male",0,"No","No",67,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",49.35,3321.35,"No"
"Male",0,"No","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.35,707.5,"No"
"Female",1,"Yes","No",67,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",105.6,7112.15,"No"
"Male",1,"Yes","No",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",64.45,4641.1,"No"
"Male",0,"Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.6,7690.9,"Yes"
"Male",0,"No","Yes",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",49.9,49.9,"No"
"Male",0,"No","No",46,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",30.3,1380.1,"Yes"
"Female",1,"No","No",2,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",30.4,78.65,"Yes"
"Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.4,45.4,"Yes"
